-0.352196, -0.480903, 0.0905984
-0.348234, -0.480275, 0.0941563
-0.362562, -0.477474, 0.0788567
-0.358375, -0.476424, 0.0862099
-0.354188, -0.475381, 0.0935631
-0.350226, -0.474754, 0.097121
-0.346321, -0.474233, 0.0997208
-0.342416, -0.473713, 0.102328
-0.338509, -0.473191, 0.104935
-0.334547, -0.472571, 0.108486
-0.330586, -0.471944, 0.112036
-0.326681, -0.471422, 0.114644
-0.322831, -0.47101, 0.116301
-0.318925, -0.470481, 0.118909
-0.315076, -0.470068, 0.120557
-0.311284, -0.469754, 0.121264
-0.307548, -0.469548, 0.12102
-0.303811, -0.469342, 0.120775
-0.300018, -0.469036, 0.121482
-0.296281, -0.46883, 0.121237
-0.292544, -0.468624, 0.120993
-0.288752, -0.46831, 0.121699
-0.285128, -0.468311, 0.119553
-0.281279, -0.467898, 0.12121
-0.277598, -0.467799, 0.120015
-0.273805, -0.467486, 0.120721
-0.270125, -0.467387, 0.119526
-0.266389, -0.467181, 0.119282
-0.262766, -0.467181, 0.117135
-0.259029, -0.466975, 0.116891
-0.255348, -0.466876, 0.115696
-0.251612, -0.46667, 0.115452
-0.24827, -0.467193, 0.108561
-0.244477, -0.466887, 0.109267
-0.240741, -0.46668, 0.109022
-0.23706, -0.466575, 0.107828
-0.233324, -0.466368, 0.107583
-0.229644, -0.46627, 0.106388
-0.225964, -0.466171, 0.105192
-0.222227, -0.465965, 0.104948
-0.218773, -0.46628, 0.0999582
-0.215035, -0.466074, 0.0997137
-0.211299, -0.465868, 0.0994693
-0.207675, -0.465876, 0.0973238
-0.203995, -0.465769, 0.0961363
-0.200371, -0.465778, 0.0939907
-0.196747, -0.465779, 0.0918451
-0.193123, -0.46578, 0.0896995
-0.189443, -0.465681, 0.088504
-0.185876, -0.46579, 0.0854154
-0.182252, -0.46579, 0.0832698
-0.178516, -0.465584, 0.0830254
-0.174778, -0.465378, 0.0827809
-0.170985, -0.465072, 0.0834876
-0.15112, -0.461833, 0.102206
-0.119031, -0.456072, 0.137317
-0.115081, -0.455468, 0.140666
-0.111237, -0.455062, 0.142225
-0.107501, -0.454856, 0.141981
-0.0842303, -0.452008, 0.154886
-0.080387, -0.451602, 0.156445
-0.0765441, -0.451196, 0.157998
-0.0727544, -0.450891, 0.158652
-0.0689639, -0.450585, 0.159305
-0.0652807, -0.450479, 0.158163
-0.0467046, -0.449647, 0.155143
-0.0431285, -0.44974, 0.152197
-0.0392319, -0.449235, 0.154654
-0.035709, -0.449428, 0.15081
-0.0282354, -0.449015, 0.150321
-0.0246588, -0.449108, 0.147382
-0.0100858, -0.448989, 0.140117
-0.00640173, -0.448882, 0.138974
0.000858384, -0.448877, 0.134892
0.00822411, -0.448664, 0.1326
0.0154847, -0.44865, 0.128518
0.0189552, -0.44895, 0.123782
0.0229041, -0.448337, 0.127131
0.0264807, -0.448431, 0.124192
0.0337951, -0.448325, 0.121008
0.0410015, -0.44841, 0.116028
0.0448976, -0.447906, 0.118479
0.0595245, -0.447679, 0.112112
0.0632608, -0.447473, 0.111867
0.081502, -0.44727, 0.103197
0.0886931, -0.44738, 0.0979631
0.103414, -0.446976, 0.0931821
0.125495, -0.446368, 0.0860201
0.129119, -0.44637, 0.0838746
0.132969, -0.445956, 0.0855313
-0.376949, -0.474758, 0.062613
-0.373043, -0.474237, 0.0652209
-0.368743, -0.472988, 0.0744682
-0.364781, -0.472368, 0.0780261
-0.360649, -0.471432, 0.0844282
-0.356406, -0.470283, 0.0927315
-0.352444, -0.469662, 0.0962824
-0.348538, -0.469141, 0.0988902
-0.344633, -0.468621, 0.10149
-0.34067, -0.468001, 0.105048
-0.336765, -0.46748, 0.107648
-0.332747, -0.466752, 0.112149
-0.328785, -0.466131, 0.115708
-0.324936, -0.465718, 0.117364
-0.321087, -0.465297, 0.119013
-0.317237, -0.464884, 0.12067
-0.313331, -0.464363, 0.123278
-0.309595, -0.464156, 0.123033
-0.305802, -0.463851, 0.12374
-0.30201, -0.463537, 0.124438
-0.298273, -0.463331, 0.124194
-0.294536, -0.463125, 0.12395
-0.290743, -0.462819, 0.124655
-0.287007, -0.462612, 0.124411
-0.283327, -0.462507, 0.123216
-0.279591, -0.4623, 0.122972
-0.275909, -0.462202, 0.121784
-0.272173, -0.461995, 0.12154
-0.268493, -0.461889, 0.120344
-0.264813, -0.46179, 0.11915
-0.261133, -0.461691, 0.117955
-0.257453, -0.461585, 0.116759
-0.253772, -0.461486, 0.115564
-0.250093, -0.461379, 0.114369
-0.246581, -0.461595, 0.11033
-0.242789, -0.461282, 0.111036
-0.239165, -0.461283, 0.10889
-0.235428, -0.461077, 0.108646
-0.231804, -0.461086, 0.1065
-0.228068, -0.46088, 0.106256
-0.224388, -0.460773, 0.10506
-0.220764, -0.460774, 0.102923
-0.217083, -0.460675, 0.101727
-0.21346, -0.460676, 0.0995818
-0.20978, -0.460577, 0.0983873
-0.2061, -0.460471, 0.0971918
-0.202419, -0.460372, 0.0960043
-0.198796, -0.460373, 0.0938587
-0.195172, -0.460374, 0.0917131
-0.191492, -0.460275, 0.0905176
-0.187868, -0.460276, 0.0883801
-0.184244, -0.460277, 0.0862345
-0.18062, -0.460286, 0.0840889
-0.176883, -0.46008, 0.0838445
-0.173091, -0.459766, 0.0845501
-0.169185, -0.459245, 0.087158
-0.165167, -0.458517, 0.0916589
-0.161318, -0.458104, 0.0933157
-0.1573, -0.457377, 0.0978167
-0.153112, -0.456334, 0.10517
-0.149263, -0.45592, 0.10682
-0.145413, -0.455507, 0.108476
-0.137095, -0.45353, 0.122232
-0.132878, -0.452426, 0.130079
-0.128876, -0.451714, 0.134325
-0.124927, -0.451109, 0.137674
-0.121031, -0.450604, 0.140125
-0.117188, -0.450198, 0.141677
-0.113291, -0.449693, 0.144134
-0.109447, -0.449287, 0.145686
-0.105551, -0.448782, 0.148136
-0.101602, -0.448177, 0.151485
-0.0976524, -0.447572, 0.154833
-0.093703, -0.446959, 0.158189
-0.0898591, -0.446554, 0.159742
-0.0860695, -0.446248, 0.160395
-0.0822799, -0.445942, 0.161049
